package_ndc,generic_name,dosage_form,presentation,company_name,initial_posting_date,update_date,discontinued_date,availability,status,shortage_reason,therapeutic_category,update_type,related_info,shortage,manufacturer_count,shortage_frequency,drug_shortage_frequency,log_drug_freq,complexity_Low,complexity_Medium
23155-582-01,Desipramine Hydrochloride Tablet,Tablet,"Desipramine Hydrochloride, Tablet, 100 mg (NDC 23155-582-01)","Avet Pharmaceuticals, Inc.",2025-08-12,2025-08-12,2025-08-12,,To Be Discontinued,Unavailable,Psychiatry,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
23155-579-01,Desipramine Hydrochloride Tablet,Tablet,"Desipramine Hydrochloride, Tablet, 25 mg (NDC 23155-579-01)","Avet Pharmaceuticals, Inc.",2025-08-12,2025-08-12,2025-08-12,,To Be Discontinued,Unavailable,Psychiatry,New,Discontinuation of the manufacture of the drug,0,1,1,6,1.9459101490553132,True,False
57665-101-41,Amphotericin B Injection,Injection,"Abelcet, Injection, 5 mg/1 mL; 3.4 mg/1 mL; 1.5 mg/1 mL (NDC 57665-101-41)","Leadiant Biosciences, Inc.",2025-08-08,2025-08-08,2025-08-08,,To Be Discontinued,Unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,1,1,1,0.6931471805599453,False,False
45963-614-55,Irinotecan Hydrochloride Injection,Injection,"Irinotecan Hydrochloride, Injection, 20 mg/1 mL (NDC 45963-614-55)","Teva Pharmaceuticals USA, Inc.",2025-08-04,2025-08-04,2025-08-04,,To Be Discontinued,Unavailable,Oncology,New,Product not anticipated to be available beyond mid-late September 2025,0,3,1,6,1.9459101490553132,False,False
45963-614-51,Irinotecan Hydrochloride Injection,Injection,"Irinotecan Hydrochloride, Injection, 20 mg/1 mL (NDC 45963-614-51)","Teva Pharmaceuticals USA, Inc.",2025-08-04,2025-08-04,2025-08-04,,To Be Discontinued,Unavailable,Oncology,New,Product not anticipated to be available beyond mid-late October 2025,0,3,1,6,1.9459101490553132,False,False
0591-3916-68,Clindamycin Phosphate; Benzoyl Peroxide Gel,Gel,"Clindamycin Phosphate; Benzoyl Peroxide, Gel, 25 mg/1 g; 10 mg/1 g (NDC 0591-3916-68)","Teva Pharmaceuticals USA, Inc.",2025-08-01,2025-08-01,2025-08-01,,To Be Discontinued,Unavailable,Dermatology,New,A business decision was made to discontinue manufacture of the product.,0,1,1,1,0.6931471805599453,False,True
61570-075-50,Esterified Estrogens Tablet,Tablet,"Menest, Tablet, 2.5 mg (NDC 61570-075-50)",Pfizer Inc.,2025-07-29,2025-07-29,2025-07-29,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,4,1.6094379124341003,True,False
60505-3947-3,Adefovir Dipivoxil Tablet,Tablet,"Adefovir Dipivoxil, Tablet, 10 mg (NDC 60505-3947-3)",Apotex Corp.,2025-07-29,2025-07-29,2025-07-29,,To Be Discontinued,Unavailable,Antiviral,New,Discontinuation of the manufacture of the drug,0,1,1,1,0.6931471805599453,True,False
61570-072-01,Esterified Estrogens Tablet,Tablet,"Menest, Tablet, .3 mg (NDC 61570-072-01)",Pfizer Inc.,2025-07-29,2025-07-29,2025-07-29,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,4,1.6094379124341003,True,False
61570-074-01,Esterified Estrogens Tablet,Tablet,"Menest, Tablet, 1.25 mg (NDC 61570-074-01)",Pfizer Inc.,2025-07-29,2025-07-29,2025-07-29,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,4,1.6094379124341003,True,False
61570-073-01,Esterified Estrogens Tablet,Tablet,"Menest, Tablet, .625 mg (NDC 61570-073-01)",Pfizer Inc.,2025-07-29,2025-07-29,2025-07-29,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,4,1.6094379124341003,True,False
0049-3170-30,Voriconazole Tablet,Tablet,"Vfend, Tablet, 50 mg (NDC 0049-3170-30)",Pfizer Inc.,2025-07-28,2025-07-28,2025-07-28,,To Be Discontinued,Unavailable,Anti-Infective,New,Discontinuation of the manufacture of the drug,0,1,1,1,0.6931471805599453,True,False
0049-0178-08,"Glipizide Tablet, Extended Release",Tablet,"Glucatrol XL, Tablet, Extended Release, 10 mg tablets; bottle of 500 (NDC 0049-0178-08)",Pfizer Inc.,2025-07-24,2025-07-24,2025-07-24,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,1,0.6931471805599453,True,False
0832-5323-11,"Potassium Chloride Tablet, Extended Release",Tablet,"Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-11)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0245-5316-01,"Potassium Chloride Tablet, Extended Release",Tablet,"Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-01)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0245-5315-01,"Potassium Chloride Tablet, Extended Release",Tablet,"Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-01)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0832-0111-03,Amantadine Hydrochloride Tablet,Tablet,"Amantadine Hydrochloride, Tablet, 100 mg (NDC 0832-0111-03)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Antiviral, Neurology",New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False
0245-5316-15,"Potassium Chloride Tablet, Extended Release",Tablet,"Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-15)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0832-5323-10,"Potassium Chloride Tablet, Extended Release",Tablet,"Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-10)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0832-1015-00,Amantadine Hydrochloride Capsule,Capsule,"Amantadine Hydrochloride, Capsule, 100 mg (NDC 0832-1015-00)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Antiviral, Neurology",New,Discontinuation of the manufacture of the drug product,0,1,1,2,1.0986122886681098,True,False
0832-5322-10,"Potassium Chloride Tablet, Extended Release",Tablet,"Potassium Chloride, Tablet, Extended Release, 600 mg (NDC 0832-5322-10)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0832-1015-50,Amantadine Hydrochloride Capsule,Capsule,"Amantadine Hydrochloride, Capsule, 100 mg (NDC 0832-1015-50)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Antiviral, Neurology",New,Discontinuation of the manufacture of the drug product,0,1,1,2,1.0986122886681098,True,False
0832-0111-50,Amantadine Hydrochloride Tablet,Tablet,"Amantadine Hydrochloride, Tablet, 100 mg (NDC 0832-0111-50)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Antiviral, Neurology",New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False
0245-5316-11,"Potassium Chloride Tablet, Extended Release",Tablet,"Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-11)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0832-5322-11,"Potassium Chloride Tablet, Extended Release",Tablet,"Potassium Chloride, Tablet, Extended Release, 600 mg (NDC 0832-5322-11)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0245-5315-15,"Potassium Chloride Tablet, Extended Release",Tablet,"Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-15)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
0832-0111-00,Amantadine Hydrochloride Tablet,Tablet,"Amantadine Hydrochloride, Tablet, 100 mg (NDC 0832-0111-00)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Antiviral, Neurology",New,Discontinuation of the manufacture of the drug product,0,1,1,3,1.3862943611198906,True,False
0245-5315-11,"Potassium Chloride Tablet, Extended Release",Tablet,"Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-11)","Upsher-Smith Laboratories, LLC",2025-07-23,2025-07-23,2025-07-23,,To Be Discontinued,Unavailable,"Endocrinology/Metabolism, Gastroenterology",New,Discontinuation of the manufacture of the drug product,0,2,1,14,2.70805020110221,True,False
73070-403-15,Insulin Degludec Injection,Injection,"Insulin Degludec, Injection, 3 mL Insulin Degludec 100 units/mL (U-100) FlexTouch® (NDC 73070-403-15)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Degludec 3 mL U-100 FlexTouch® will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False
73070-400-11,Insulin Degludec Injection,Injection,"Insulin Degludec, Injection, 10 mL Insulin Degludec vial (NDC 73070-400-11)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Degludec 10 mL vial will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False
73070-100-11,Insulin Aspart Injection,Injection,"Insulin Aspart, Injection, 10 mL Insulin Aspart vial (NDC 73070-100-11)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Aspart 10 mL vial will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False
73070-200-11,Insulin Aspart Protamine and Insulin Aspart Mix 70/30 Injectable Suspension,Injectable Suspension,"Insulin Aspart Protamine and Insulin Aspart Mix 70/30, Injectable Suspension, 10 mL Insulin aspart protamine and insulin aspart Mix 70/30 vial (NDC 73070-200-11)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Aspart Protamine and Insulin Aspart Mix 70/30 10 mL vial will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,2,1.0986122886681098,False,False
73070-102-15,Insulin Aspart Injection,Injection,"Insulin Aspart, Injection, 3 mL Insulin Aspart PenFill® cartridge (NDC 73070-102-15)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Aspart 3 mL PenFill® cartridge will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False
73070-103-15,Insulin Aspart Injection,Injection,"Insulin Aspart, Injection, 3 mL Insulin Aspart FlexPen® (NDC 73070-103-15)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Aspart 3 mL FlexPen® will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False
73070-503-15,Insulin Degludec Injection,Injection,"Insulin Degludec, Injection, 3 mL Insulin Degludec 200 units/mL (U-200) FlexTouch® (NDC 73070-503-15)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin Degludec 3 mL U-200 FlexTouch® will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,3,1.3862943611198906,False,False
73070-203-15,Insulin Aspart Protamine and Insulin Aspart Mix 70/30 Injectable Suspension,Injectable Suspension,"Insulin Aspart Protamine and Insulin Aspart Mix 70/30, Injectable Suspension, 3 mL vial Insulin aspart protamine and insulin aspart Mix 70/30 FlexPen® (NDC 73070-203-15)","Novo Nordisk, Inc.",2025-07-21,2025-07-21,2025-07-21,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,"Unbranded Insulin aspart protamine and insulin aspart FlexPen® will continue to be shipped to wholesalers while supplies last, up until the discontinuation dates. Full discontinuation will occur on December 31, 2025.",0,1,1,2,1.0986122886681098,False,False
0591-2679-30,Lidocaine Patch,Patch,"Lidocaine, Patch, 5% (NDC 0591-2679-30)","Actavis Pharma, Inc.",2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation is for the “NovaPlus” label product only.,0,1,1,1,0.6931471805599453,False,True
0025-1381-31,Oxaprozin Tablet,Tablet,"Daypro, Tablet, 600 mg (NDC 0025-1381-31)","Hospira, Inc., a Pfizer Company",2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,Unavailable,Analgesia/Addiction,New,Discontinuation of the manufacture of the drug.,0,1,1,1,0.6931471805599453,True,False
0591-2742-01,"Potassium Citrate Tablet, Extended Release",Tablet,"Potassium Citrate, Tablet, Extended Release, 15 meq (NDC 0591-2742-01)",Watson Pharma Private Limited,2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,Unavailable,Renal,New,A business decision was made to discontinue.,0,1,1,3,1.3862943611198906,True,False
0591-2729-01,"Potassium Citrate Tablet, Extended Release",Tablet,"Potassium Citrate, Tablet, Extended Release, 10 meq (NDC 0591-2729-01)",Watson Pharma Private Limited,2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,Unavailable,Renal,New,A business decision was made to discontinue.,0,1,1,3,1.3862943611198906,True,False
0409-1060-01,Pemetrexed Ditromethamine Injection,Injection,"Pemetrexed Ditromethamine, Injection, 100 mg Single Dose Vial (NDC 0409-1060-01)",Pfizer Inc.,2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,Unavailable,Oncology,New,Discontinuation of the manufacture of the drug.,0,1,1,2,1.0986122886681098,False,False
0591-2682-01,"Potassium Citrate Tablet, Extended Release",Tablet,"Potassium Citrate, Tablet, Extended Release, 5 meq (NDC 0591-2682-01)",Watson Pharma Private Limited,2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,Unavailable,Renal,New,A business decision was made to discontinue.,0,1,1,3,1.3862943611198906,True,False
0409-1061-01,Pemetrexed Ditromethamine Injection,Injection,"Pemetrexed Ditromethamine, Injection, 500 mg Single Dose Vial (NDC 0409-1061-01)",Pfizer Inc.,2025-07-17,2025-07-17,2025-07-17,,To Be Discontinued,Unavailable,Oncology,New,Discontinuation of the manufacture of the drug.,0,1,1,2,1.0986122886681098,False,False
0008-4117-01,Ethionamide Tablet,Tablet,"Trecator, Tablet, 250 mg (NDC 0008-4117-01)",Pfizer Inc.,2025-07-16,2025-07-16,2025-07-16,,To Be Discontinued,Unavailable,Anti-Infective,New,"Discontinuation of the manufacture of the drug.
Supply expected to exhaust September 2025",0,1,1,1,0.6931471805599453,True,False
72305-100-30,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 100 ug (NDC 72305-100-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-112-90,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 112 ug (NDC 72305-112-90)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-088-30,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 88 ug (NDC 72305-088-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-025-90,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 25 ug (NDC 72305-025-90)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-137-30,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 137 ug (NDC 72305-137-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-175-30,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 175 ug (NDC 72305-175-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-200-30,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 200 ug (NDC 72305-200-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-150-90,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 150 ug (NDC 72305-150-90)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-125-30,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 125 ug (NDC 72305-125-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
72305-025-30,Levothyroxine Sodium Tablet,Tablet,"Euthyrox, Tablet, 25 ug (NDC 72305-025-30)","EMD Serono, Inc.",2025-07-10,2025-07-10,2025-07-10,,To Be Discontinued,Unavailable,Endocrinology/Metabolism,New,Discontinuation of the manufacture of the drug,0,1,1,22,3.1354942159291497,True,False
